"","County","State","Year","Population","Unit","Multiplier"
"628","Trinity","CA",2007,13648,"Number of persons",0
"629","Trinity","CA",2008,13656,"Number of persons",0
"630","Trinity","CA",2009,13762,"Number of persons",0
"631","Trinity","CA",2010,13847,"Number of persons",0
"632","Trinity","CA",2011,14152,"Number of persons",0
"633","Trinity","CA",2012,14334,"Number of persons",0
"634","Trinity","CA",2013,14651,"Number of persons",0
"635","Trinity","CA",2014,14711,"Number of persons",0
"636","Trinity","CA",2015,15074,"Number of persons",0
"637","Tulare","CA",2013,453758,"Number of persons",0
"638","Tulare","CA",2014,456831,"Number of persons",0
"639","Tulare","CA",2015,459243,"Number of persons",0
"640","Tulare","CA",2004,398226,"Number of persons",0
"641","Tulare","CA",2005,407970,"Number of persons",0
"642","Tulare","CA",2006,414921,"Number of persons",0
"643","Tulare","CA",2007,422140,"Number of persons",0
"644","Tulare","CA",2008,429283,"Number of persons",0
"645","Tulare","CA",2009,436987,"Number of persons",0
"646","Tulare","CA",2010,443066,"Number of persons",0
"647","Tulare","CA",2011,447277,"Number of persons",0
"648","Tulare","CA",2012,450656,"Number of persons",0
"649","Tuolumne","CA",2008,56320,"Number of persons",0
"650","Tuolumne","CA",2009,55845,"Number of persons",0
"651","Tuolumne","CA",2010,55188,"Number of persons",0
"652","Tuolumne","CA",2011,54928,"Number of persons",0
"653","Tuolumne","CA",2012,54414,"Number of persons",0
"654","Tuolumne","CA",2013,54282,"Number of persons",0
"655","Tuolumne","CA",2014,54232,"Number of persons",0
"656","Tuolumne","CA",2015,54093,"Number of persons",0
"657","Tuolumne","CA",2004,56602,"Number of persons",0
"658","Tuolumne","CA",2005,56788,"Number of persons",0
"659","Tuolumne","CA",2006,56680,"Number of persons",0
"660","Tuolumne","CA",2007,56339,"Number of persons",0
"661","Ventura","CA",2013,838135,"Number of persons",0
"662","Ventura","CA",2014,842648,"Number of persons",0
"663","Ventura","CA",2015,846263,"Number of persons",0
"664","Ventura","CA",2004,793994,"Number of persons",0
"665","Ventura","CA",2005,794197,"Number of persons",0
"666","Ventura","CA",2006,798183,"Number of persons",0
"667","Ventura","CA",2007,800027,"Number of persons",0
"668","Ventura","CA",2008,806353,"Number of persons",0
"669","Ventura","CA",2009,815130,"Number of persons",0
"670","Ventura","CA",2010,825175,"Number of persons",0
"671","Ventura","CA",2011,830061,"Number of persons",0
"672","Ventura","CA",2012,833566,"Number of persons",0
"673","Yolo","CA",2004,185237,"Number of persons",0
"674","Yolo","CA",2005,186269,"Number of persons",0
"675","Yolo","CA",2006,189615,"Number of persons",0
"676","Yolo","CA",2007,194339,"Number of persons",0
"677","Yolo","CA",2008,197154,"Number of persons",0
"678","Yolo","CA",2009,199791,"Number of persons",0
"679","Yolo","CA",2010,200981,"Number of persons",0
"680","Yolo","CA",2011,201533,"Number of persons",0
"681","Yolo","CA",2012,203831,"Number of persons",0
"682","Yolo","CA",2013,205209,"Number of persons",0
"683","Yolo","CA",2014,206971,"Number of persons",0
"684","Yolo","CA",2015,210245,"Number of persons",0
"685","Yuba","CA",2013,73583,"Number of persons",0
"686","Yuba","CA",2014,74187,"Number of persons",0
"687","Yuba","CA",2015,74862,"Number of persons",0
"688","Yuba","CA",2004,63742,"Number of persons",0
"689","Yuba","CA",2005,66285,"Number of persons",0
"690","Yuba","CA",2006,69272,"Number of persons",0
"691","Yuba","CA",2007,70761,"Number of persons",0
"692","Yuba","CA",2008,71773,"Number of persons",0
"693","Yuba","CA",2009,71607,"Number of persons",0
"694","Yuba","CA",2010,72382,"Number of persons",0
"695","Yuba","CA",2011,72670,"Number of persons",0
"696","Yuba","CA",2012,73115,"Number of persons",0
