"","County","State","Year","Income_per_Capita","Unit","Multiplier"
"546","Sierra","CA",2006,26359,"Dollars",0
"547","Sierra","CA",2007,27705,"Dollars",0
"548","Sierra","CA",2008,28172,"Dollars",0
"549","Sierra","CA",2009,29909,"Dollars",0
"550","Sierra","CA",2010,31945,"Dollars",0
"551","Sierra","CA",2011,33655,"Dollars",0
"552","Sierra","CA",2012,35047,"Dollars",0
"553","Siskiyou","CA",2004,27225,"Dollars",0
"554","Siskiyou","CA",2005,26948,"Dollars",0
"555","Siskiyou","CA",2006,28881,"Dollars",0
"556","Siskiyou","CA",2007,30219,"Dollars",0
"557","Siskiyou","CA",2008,31663,"Dollars",0
"558","Siskiyou","CA",2009,30695,"Dollars",0
"559","Siskiyou","CA",2010,31805,"Dollars",0
"560","Siskiyou","CA",2011,33248,"Dollars",0
"561","Siskiyou","CA",2012,33571,"Dollars",0
"562","Siskiyou","CA",2013,34302,"Dollars",0
"563","Siskiyou","CA",2014,36561,"Dollars",0
"564","Siskiyou","CA",2015,39585,"Dollars",0
"565","Solano","CA",2004,32965,"Dollars",0
"566","Solano","CA",2005,33987,"Dollars",0
"567","Solano","CA",2006,35768,"Dollars",0
"568","Solano","CA",2007,37429,"Dollars",0
"569","Solano","CA",2008,38004,"Dollars",0
"570","Solano","CA",2009,37518,"Dollars",0
"571","Solano","CA",2010,37656,"Dollars",0
"572","Solano","CA",2011,38635,"Dollars",0
"573","Solano","CA",2012,38975,"Dollars",0
"574","Solano","CA",2013,40025,"Dollars",0
"575","Solano","CA",2014,41195,"Dollars",0
"576","Solano","CA",2015,43597,"Dollars",0
"577","Sonoma","CA",2013,47527,"Dollars",0
"578","Sonoma","CA",2014,49836,"Dollars",0
"579","Sonoma","CA",2015,53594,"Dollars",0
"580","Sonoma","CA",2004,38865,"Dollars",0
"581","Sonoma","CA",2005,40023,"Dollars",0
"582","Sonoma","CA",2006,42764,"Dollars",0
"583","Sonoma","CA",2007,44055,"Dollars",0
"584","Sonoma","CA",2008,43214,"Dollars",0
"585","Sonoma","CA",2009,41550,"Dollars",0
"586","Sonoma","CA",2010,42813,"Dollars",0
"587","Sonoma","CA",2011,44462,"Dollars",0
"588","Sonoma","CA",2012,46251,"Dollars",0
"589","Stanislaus","CA",2004,27733,"Dollars",0
"590","Stanislaus","CA",2005,28371,"Dollars",0
"591","Stanislaus","CA",2006,29359,"Dollars",0
"592","Stanislaus","CA",2007,30799,"Dollars",0
"593","Stanislaus","CA",2008,31076,"Dollars",0
"594","Stanislaus","CA",2009,30583,"Dollars",0
"595","Stanislaus","CA",2010,31909,"Dollars",0
"596","Stanislaus","CA",2011,32860,"Dollars",0
"597","Stanislaus","CA",2012,33794,"Dollars",0
"598","Stanislaus","CA",2013,34382,"Dollars",0
"599","Stanislaus","CA",2014,36753,"Dollars",0
"600","Stanislaus","CA",2015,39006,"Dollars",0
"601","Sutter","CA",2004,28460,"Dollars",0
"602","Sutter","CA",2005,28964,"Dollars",0
"603","Sutter","CA",2006,30870,"Dollars",0
"604","Sutter","CA",2007,32772,"Dollars",0
"605","Sutter","CA",2008,34076,"Dollars",0
"606","Sutter","CA",2009,34369,"Dollars",0
"607","Sutter","CA",2010,34433,"Dollars",0
"608","Sutter","CA",2011,35304,"Dollars",0
"609","Sutter","CA",2012,34985,"Dollars",0
"610","Sutter","CA",2013,36468,"Dollars",0
"611","Sutter","CA",2014,36688,"Dollars",0
"612","Sutter","CA",2015,39130,"Dollars",0
"613","Tehama","CA",2005,24620,"Dollars",0
"614","Tehama","CA",2004,23381,"Dollars",0
"615","Tehama","CA",2015,35500,"Dollars",0
"616","Tehama","CA",2014,33917,"Dollars",0
"617","Tehama","CA",2013,31594,"Dollars",0
"618","Tehama","CA",2012,31293,"Dollars",0
"619","Tehama","CA",2011,29964,"Dollars",0
"620","Tehama","CA",2010,28725,"Dollars",0
"621","Tehama","CA",2009,27719,"Dollars",0
"622","Tehama","CA",2008,26953,"Dollars",0
"623","Tehama","CA",2007,27142,"Dollars",0
"624","Tehama","CA",2006,25377,"Dollars",0
"625","Trinity","CA",2004,23956,"Dollars",0
"626","Trinity","CA",2005,22957,"Dollars",0
"627","Trinity","CA",2013,26688,"Dollars",0
"628","Trinity","CA",2014,28420,"Dollars",0
"629","Trinity","CA",2015,29552,"Dollars",0
"630","Trinity","CA",2006,23284,"Dollars",0
"631","Trinity","CA",2007,25133,"Dollars",0
"632","Trinity","CA",2008,26170,"Dollars",0
"633","Trinity","CA",2009,26654,"Dollars",0
"634","Trinity","CA",2010,27821,"Dollars",0
"635","Trinity","CA",2011,27311,"Dollars",0
"636","Trinity","CA",2012,26857,"Dollars",0
"637","Tulare","CA",2013,32017,"Dollars",0
"638","Tulare","CA",2014,34983,"Dollars",0
"639","Tulare","CA",2015,35556,"Dollars",0
"640","Tulare","CA",2004,24922,"Dollars",0
"641","Tulare","CA",2005,25606,"Dollars",0
"642","Tulare","CA",2006,25996,"Dollars",0
"643","Tulare","CA",2007,29074,"Dollars",0
"644","Tulare","CA",2008,28639,"Dollars",0
"645","Tulare","CA",2009,27740,"Dollars",0
"646","Tulare","CA",2010,30109,"Dollars",0
"647","Tulare","CA",2011,31644,"Dollars",0
"648","Tulare","CA",2012,31434,"Dollars",0
"649","Tuolumne","CA",2004,28296,"Dollars",0
"650","Tuolumne","CA",2005,29132,"Dollars",0
"651","Tuolumne","CA",2006,30459,"Dollars",0
"652","Tuolumne","CA",2007,31811,"Dollars",0
"653","Tuolumne","CA",2008,32424,"Dollars",0
"654","Tuolumne","CA",2009,32168,"Dollars",0
"655","Tuolumne","CA",2010,34579,"Dollars",0
"656","Tuolumne","CA",2011,35841,"Dollars",0
"657","Tuolumne","CA",2012,36606,"Dollars",0
"658","Tuolumne","CA",2013,36116,"Dollars",0
"659","Tuolumne","CA",2014,38181,"Dollars",0
"660","Tuolumne","CA",2015,40912,"Dollars",0
"661","Ventura","CA",2013,49787,"Dollars",0
"662","Ventura","CA",2014,51943,"Dollars",0
"663","Ventura","CA",2015,54241,"Dollars",0
"664","Ventura","CA",2004,39950,"Dollars",0
"665","Ventura","CA",2005,41390,"Dollars",0
"666","Ventura","CA",2006,44042,"Dollars",0
"667","Ventura","CA",2007,45736,"Dollars",0
"668","Ventura","CA",2008,45775,"Dollars",0
"669","Ventura","CA",2009,44435,"Dollars",0
"670","Ventura","CA",2010,45947,"Dollars",0
"671","Ventura","CA",2011,47868,"Dollars",0
"672","Ventura","CA",2012,49592,"Dollars",0
"673","Yolo","CA",2004,33182,"Dollars",0
"674","Yolo","CA",2005,34286,"Dollars",0
"675","Yolo","CA",2006,36651,"Dollars",0
"676","Yolo","CA",2007,38498,"Dollars",0
"677","Yolo","CA",2008,39765,"Dollars",0
"678","Yolo","CA",2009,39447,"Dollars",0
"679","Yolo","CA",2010,39970,"Dollars",0
"680","Yolo","CA",2011,42841,"Dollars",0
"681","Yolo","CA",2012,43527,"Dollars",0
"682","Yolo","CA",2013,44581,"Dollars",0
"683","Yolo","CA",2014,46763,"Dollars",0
"684","Yolo","CA",2015,49027,"Dollars",0
"685","Yuba","CA",2013,33459,"Dollars",0
"686","Yuba","CA",2014,34303,"Dollars",0
"687","Yuba","CA",2015,36587,"Dollars",0
"688","Yuba","CA",2004,25627,"Dollars",0
"689","Yuba","CA",2005,26666,"Dollars",0
"690","Yuba","CA",2006,27744,"Dollars",0
"691","Yuba","CA",2007,29421,"Dollars",0
"692","Yuba","CA",2008,30658,"Dollars",0
"693","Yuba","CA",2009,30832,"Dollars",0
"694","Yuba","CA",2010,31375,"Dollars",0
"695","Yuba","CA",2011,32320,"Dollars",0
"696","Yuba","CA",2012,32564,"Dollars",0
