"","County","State","Year","Income_per_Capita","Unit","Multiplier"
"69","Chaffee","CO",2006,28024,"Dollars",0
"70","Chaffee","CO",2005,26090,"Dollars",0
"71","Chaffee","CO",2004,24765,"Dollars",0
"72","Chaffee","CO",2015,41366,"Dollars",0
"73","Cheyenne","CO",2013,58323,"Dollars",0
"74","Cheyenne","CO",2014,52174,"Dollars",0
"75","Cheyenne","CO",2015,44380,"Dollars",0
"76","Cheyenne","CO",2004,33320,"Dollars",0
"77","Cheyenne","CO",2005,35214,"Dollars",0
"78","Cheyenne","CO",2006,31770,"Dollars",0
"79","Cheyenne","CO",2007,47210,"Dollars",0
"80","Cheyenne","CO",2008,41330,"Dollars",0
"81","Cheyenne","CO",2009,48243,"Dollars",0
"82","Cheyenne","CO",2010,54465,"Dollars",0
"83","Cheyenne","CO",2011,58302,"Dollars",0
"84","Cheyenne","CO",2012,50785,"Dollars",0
"85","Clear Creek","CO",2013,51306,"Dollars",0
"86","Clear Creek","CO",2014,52494,"Dollars",0
"87","Clear Creek","CO",2015,55716,"Dollars",0
"88","Clear Creek","CO",2004,43732,"Dollars",0
"89","Clear Creek","CO",2005,45166,"Dollars",0
"90","Clear Creek","CO",2006,46824,"Dollars",0
"91","Clear Creek","CO",2007,45088,"Dollars",0
"92","Clear Creek","CO",2008,46985,"Dollars",0
"93","Clear Creek","CO",2009,45334,"Dollars",0
"94","Clear Creek","CO",2010,44975,"Dollars",0
"95","Clear Creek","CO",2011,47433,"Dollars",0
"96","Clear Creek","CO",2012,48971,"Dollars",0
"97","Conejos","CO",2004,20047,"Dollars",0
"98","Conejos","CO",2005,20499,"Dollars",0
"99","Conejos","CO",2006,21089,"Dollars",0
"100","Conejos","CO",2007,22203,"Dollars",0
"101","Conejos","CO",2008,23573,"Dollars",0
"102","Conejos","CO",2009,24538,"Dollars",0
"103","Conejos","CO",2010,24436,"Dollars",0
"104","Conejos","CO",2011,26530,"Dollars",0
"105","Conejos","CO",2012,27123,"Dollars",0
"106","Conejos","CO",2013,28016,"Dollars",0
"107","Conejos","CO",2014,29823,"Dollars",0
"108","Conejos","CO",2015,33489,"Dollars",0
"109","Costilla","CO",2004,20120,"Dollars",0
"110","Costilla","CO",2005,21518,"Dollars",0
"111","Costilla","CO",2006,22300,"Dollars",0
"112","Costilla","CO",2007,23355,"Dollars",0
"113","Costilla","CO",2008,23826,"Dollars",0
"114","Costilla","CO",2009,25349,"Dollars",0
"115","Costilla","CO",2010,24832,"Dollars",0
"116","Costilla","CO",2011,27295,"Dollars",0
"117","Costilla","CO",2012,26938,"Dollars",0
"118","Costilla","CO",2013,28520,"Dollars",0
"119","Costilla","CO",2014,29465,"Dollars",0
"120","Costilla","CO",2015,32481,"Dollars",0
"121","Crowley","CO",2004,15091,"Dollars",0
"122","Crowley","CO",2005,16919,"Dollars",0
"123","Crowley","CO",2006,16157,"Dollars",0
"124","Crowley","CO",2007,16503,"Dollars",0
"125","Crowley","CO",2008,17460,"Dollars",0
"126","Crowley","CO",2009,16627,"Dollars",0
"127","Crowley","CO",2010,16262,"Dollars",0
"128","Crowley","CO",2011,16191,"Dollars",0
"129","Crowley","CO",2012,17424,"Dollars",0
"130","Crowley","CO",2013,18160,"Dollars",0
