state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-05,Parts per billion,No Events,23,96.0,Y,8.852174,15.7,17,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-01,Parts per billion,No Events,23,96.0,Y,13.565217,48.3,18,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-02,Parts per billion,No Events,22,92.0,Y,16.972727,58.8,17,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-03,Parts per billion,No Events,23,96.0,Y,14.795652,30.4,18,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-04,Parts per billion,No Events,23,96.0,Y,14.869565,41.9,19,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-06,Parts per billion,No Events,23,96.0,Y,9.047826,17.3,20,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-07,Parts per billion,No Events,23,96.0,Y,10.573913,21.7,18,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-08,Parts per billion,No Events,23,96.0,Y,18.417391,76.2,17,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-09,Parts per billion,No Events,23,96.0,Y,11.526087,32.6,10,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-10,Parts per billion,No Events,23,96.0,Y,16.521739,45.9,22,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-11,Parts per billion,No Events,23,96.0,Y,20.56087,44.0,19,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-15,Parts per billion,No Events,18,75.0,Y,10.594444,33.6,19,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-12,Parts per billion,No Events,23,96.0,Y,16.76087,48.4,8,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-13,Parts per billion,No Events,23,96.0,Y,10.634783,26.3,7,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-14,Parts per billion,No Events,23,96.0,Y,13.769565,47.3,18,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-16,Parts per billion,No Events,21,88.0,Y,16.304762,50.5,19,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-17,Parts per billion,No Events,23,96.0,Y,17.7,68.8,18,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-18,Parts per billion,No Events,23,96.0,Y,13.921739,63.6,18,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-19,Parts per billion,No Events,23,96.0,Y,13.430435,75.7,18,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-20,Parts per billion,No Events,23,96.0,Y,9.247826,48.8,18,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-21,Parts per billion,No Events,23,96.0,Y,13.165217,57.7,18,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-22,Parts per billion,No Events,23,96.0,Y,17.156522,74.2,18,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-23,Parts per billion,No Events,11,46.0,N,15.072727,36.6,8,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-24,Parts per billion,No Events,8,33.0,N,22.1375,41.2,19,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-25,Parts per billion,No Events,23,96.0,Y,20.313043,62.2,6,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-26,Parts per billion,No Events,23,96.0,Y,12.208696,27.4,7,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-27,Parts per billion,No Events,23,96.0,Y,12.069565,30.3,18,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-28,Parts per billion,No Events,23,96.0,Y,24.526087,91.0,7,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-29,Parts per billion,No Events,23,96.0,Y,23.121739,99.4,8,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-30,Parts per billion,No Events,23,96.0,Y,15.686957,30.1,19,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-01-31,Parts per billion,No Events,23,96.0,Y,16.717391,36.8,19,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-01,Parts per billion,No Events,23,96.0,Y,20.208696,48.7,20,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-02,Parts per billion,No Events,23,96.0,Y,21.547826,37.4,10,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-03,Parts per billion,No Events,23,96.0,Y,10.295652,21.7,20,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-04,Parts per billion,No Events,23,96.0,Y,16.504348,27.3,19,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-05,Parts per billion,No Events,23,96.0,Y,15.026087,32.1,21,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-06,Parts per billion,No Events,23,96.0,Y,12.834783,23.1,8,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-07,Parts per billion,No Events,23,96.0,Y,10.273913,20.4,21,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-08,Parts per billion,No Events,23,96.0,Y,21.708696,56.9,23,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-09,Parts per billion,No Events,23,96.0,Y,12.213043,33.2,0,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-10,Parts per billion,No Events,23,96.0,Y,9.96087,35.7,20,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-11,Parts per billion,No Events,23,96.0,Y,11.76087,29.0,20,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-12,Parts per billion,No Events,23,96.0,Y,13.186957,28.4,20,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-13,Parts per billion,No Events,22,92.0,Y,15.495455,33.4,21,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-14,Parts per billion,No Events,23,96.0,Y,14.913043,35.3,19,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-15,Parts per billion,No Events,23,96.0,Y,13.83913,49.0,19,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-16,Parts per billion,No Events,23,96.0,Y,10.16087,33.2,18,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-17,Parts per billion,No Events,23,96.0,Y,7.352174,12.2,5,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-18,Parts per billion,No Events,23,96.0,Y,8.769565,14.6,16,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-19,Parts per billion,No Events,23,96.0,Y,9.926087,17.6,18,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-20,Parts per billion,No Events,23,96.0,Y,15.978261,43.5,23,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-21,Parts per billion,No Events,23,96.0,Y,15.682609,37.0,20,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-22,Parts per billion,No Events,23,96.0,Y,17.647826,77.5,7,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-23,Parts per billion,No Events,23,96.0,Y,12.891304,38.3,7,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-24,Parts per billion,No Events,23,96.0,Y,6.473913,19.4,7,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-25,Parts per billion,No Events,23,96.0,Y,10.965217,27.4,21,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-26,Parts per billion,No Events,23,96.0,Y,8.095652,18.0,19,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-27,Parts per billion,No Events,23,96.0,Y,14.326087,48.3,6,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-02-28,Parts per billion,No Events,23,96.0,Y,20.76087,59.1,7,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-03-01,Parts per billion,No Events,23,96.0,Y,16.817391,50.3,7,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
06,083,1008,42603,1,34.942872,-120.435611,NAD83,Oxides of nitrogen (NOx),1,1 HOUR,,2013-03-02,Parts per billion,No Events,23,96.0,Y,7.417391,15.6,11,,099,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2014-04-15
