GeoName,Year,DataValue,Unit,Multiplier
"Prowers, CO",2009,12593,Number of persons,0
"Prowers, CO",2010,12543,Number of persons,0
"Prowers, CO",2011,12484,Number of persons,0
"Prowers, CO",2012,12394,Number of persons,0
"Pueblo, CO",2004,148654,Number of persons,0
"Pueblo, CO",2005,149825,Number of persons,0
"Pueblo, CO",2006,152026,Number of persons,0
"Pueblo, CO",2007,155121,Number of persons,0
"Pueblo, CO",2008,156748,Number of persons,0
"Pueblo, CO",2009,157846,Number of persons,0
"Pueblo, CO",2010,159368,Number of persons,0
"Pueblo, CO",2011,160044,Number of persons,0
"Pueblo, CO",2012,160465,Number of persons,0
"Pueblo, CO",2013,160666,Number of persons,0
"Pueblo, CO",2014,160872,Number of persons,0
"Pueblo, CO",2015,162401,Number of persons,0
"Rio Blanco, CO",2013,6756,Number of persons,0
"Rio Blanco, CO",2014,6678,Number of persons,0
"Rio Blanco, CO",2015,6578,Number of persons,0
"Rio Blanco, CO",2004,6007,Number of persons,0
"Rio Blanco, CO",2005,5945,Number of persons,0
"Rio Blanco, CO",2006,6176,Number of persons,0
"Rio Blanco, CO",2007,6373,Number of persons,0
"Rio Blanco, CO",2008,6522,Number of persons,0
"Rio Blanco, CO",2009,6779,Number of persons,0
"Rio Blanco, CO",2010,6627,Number of persons,0
"Rio Blanco, CO",2011,6774,Number of persons,0
"Rio Blanco, CO",2012,6803,Number of persons,0
"Rio Grande, CO",2004,12328,Number of persons,0
"Rio Grande, CO",2005,12208,Number of persons,0
"Rio Grande, CO",2006,12033,Number of persons,0
"Rio Grande, CO",2007,11852,Number of persons,0
"Rio Grande, CO",2008,11860,Number of persons,0
"Rio Grande, CO",2009,11872,Number of persons,0
"Rio Grande, CO",2010,12028,Number of persons,0
"Rio Grande, CO",2011,11944,Number of persons,0
"Rio Grande, CO",2012,11921,Number of persons,0
"Rio Grande, CO",2013,11751,Number of persons,0
"Rio Grande, CO",2014,11605,Number of persons,0
"Rio Grande, CO",2015,11477,Number of persons,0
"Routt, CO",2013,23394,Number of persons,0
"Routt, CO",2014,23797,Number of persons,0
"Routt, CO",2015,24028,Number of persons,0
"Routt, CO",2004,21162,Number of persons,0
"Routt, CO",2005,21398,Number of persons,0
"Routt, CO",2006,21859,Number of persons,0
"Routt, CO",2007,22491,Number of persons,0
"Routt, CO",2008,23135,Number of persons,0
"Routt, CO",2009,23688,Number of persons,0
"Routt, CO",2010,23418,Number of persons,0
"Routt, CO",2011,23174,Number of persons,0
"Routt, CO",2012,23135,Number of persons,0
"Saguache, CO",2013,6076,Number of persons,0
"Saguache, CO",2014,5984,Number of persons,0
"Saguache, CO",2015,5988,Number of persons,0
"Saguache, CO",2004,6365,Number of persons,0
"Saguache, CO",2005,6296,Number of persons,0
"Saguache, CO",2006,6223,Number of persons,0
"Saguache, CO",2007,6148,Number of persons,0
"Saguache, CO",2008,6179,Number of persons,0
"Saguache, CO",2009,6134,Number of persons,0
"Saguache, CO",2010,6123,Number of persons,0
"Saguache, CO",2011,6124,Number of persons,0
"Saguache, CO",2012,6215,Number of persons,0
"San Juan, CO",2013,681,Number of persons,0
"San Juan, CO",2014,697,Number of persons,0
"San Juan, CO",2015,672,Number of persons,0
"San Juan, CO",2004,631,Number of persons,0
"San Juan, CO",2005,627,Number of persons,0
"San Juan, CO",2006,649,Number of persons,0
"San Juan, CO",2007,661,Number of persons,0
"San Juan, CO",2008,670,Number of persons,0
"San Juan, CO",2009,657,Number of persons,0
"San Juan, CO",2010,707,Number of persons,0
"San Juan, CO",2011,686,Number of persons,0
"San Juan, CO",2012,684,Number of persons,0
"San Miguel, CO",2004,7038,Number of persons,0
"San Miguel, CO",2005,7097,Number of persons,0
"San Miguel, CO",2006,7071,Number of persons,0
"San Miguel, CO",2007,7322,Number of persons,0
"San Miguel, CO",2008,7366,Number of persons,0
"San Miguel, CO",2009,7379,Number of persons,0
"San Miguel, CO",2010,7357,Number of persons,0
"San Miguel, CO",2011,7485,Number of persons,0
"San Miguel, CO",2012,7577,Number of persons,0
"San Miguel, CO",2013,7616,Number of persons,0
"San Miguel, CO",2014,7730,Number of persons,0
"San Miguel, CO",2015,7823,Number of persons,0
"Sedgwick, CO",2004,2551,Number of persons,0
"Sedgwick, CO",2005,2522,Number of persons,0
"Sedgwick, CO",2006,2474,Number of persons,0
"Sedgwick, CO",2007,2400,Number of persons,0
"Sedgwick, CO",2008,2421,Number of persons,0
"Sedgwick, CO",2009,2392,Number of persons,0
"Sedgwick, CO",2010,2374,Number of persons,0
"Sedgwick, CO",2011,2387,Number of persons,0
"Sedgwick, CO",2012,2406,Number of persons,0
"Sedgwick, CO",2013,2380,Number of persons,0
"Sedgwick, CO",2014,2387,Number of persons,0
"Sedgwick, CO",2015,2442,Number of persons,0
"Summit, CO",2013,28838,Number of persons,0
"Summit, CO",2014,29463,Number of persons,0
"Summit, CO",2015,30228,Number of persons,0
"Summit, CO",2004,25313,Number of persons,0
"Summit, CO",2005,25487,Number of persons,0
"Summit, CO",2006,26019,Number of persons,0
"Summit, CO",2007,26603,Number of persons,0
"Summit, CO",2008,27144,Number of persons,0
"Summit, CO",2009,27678,Number of persons,0
"Summit, CO",2010,28083,Number of persons,0
"Summit, CO",2011,28084,Number of persons,0
"Summit, CO",2012,28373,Number of persons,0
"Teller, CO",2014,23145,Number of persons,0
"Teller, CO",2013,23133,Number of persons,0
"Teller, CO",2012,23290,Number of persons,0
"Teller, CO",2011,23286,Number of persons,0
"Teller, CO",2010,23456,Number of persons,0
"Teller, CO",2009,22937,Number of persons,0
"Teller, CO",2008,22725,Number of persons,0
"Teller, CO",2007,22707,Number of persons,0
"Teller, CO",2006,22281,Number of persons,0
"Teller, CO",2005,21978,Number of persons,0
"Teller, CO",2004,21678,Number of persons,0
"Teller, CO",2015,23036,Number of persons,0
"Washington, CO",2004,4923,Number of persons,0
"Washington, CO",2005,4912,Number of persons,0
"Washington, CO",2006,4907,Number of persons,0
"Washington, CO",2007,4883,Number of persons,0
"Washington, CO",2008,4792,Number of persons,0
"Washington, CO",2009,4800,Number of persons,0
"Washington, CO",2010,4807,Number of persons,0
"Washington, CO",2011,4743,Number of persons,0
"Washington, CO",2012,4676,Number of persons,0
"Washington, CO",2013,4711,Number of persons,0
"Washington, CO",2014,4695,Number of persons,0
"Washington, CO",2015,4744,Number of persons,0
"Weld, CO*",2004,215322,Number of persons,0
"Weld, CO*",2005,222879,Number of persons,0
"Weld, CO*",2006,230703,Number of persons,0
"Weld, CO*",2007,237692,Number of persons,0
"Weld, CO*",2008,243442,Number of persons,0
"Weld, CO*",2009,248193,Number of persons,0
"Weld, CO*",2010,254172,Number of persons,0
"Weld, CO*",2011,258604,Number of persons,0
"Weld, CO*",2012,263543,Number of persons,0
"Weld, CO*",2013,269395,Number of persons,0
"Weld, CO*",2014,276529,Number of persons,0
"Weld, CO*",2015,285282,Number of persons,0
"Yuma, CO",2004,9791,Number of persons,0
"Yuma, CO",2005,9765,Number of persons,0
"Yuma, CO",2006,9784,Number of persons,0
"Yuma, CO",2007,9788,Number of persons,0
"Yuma, CO",2008,9843,Number of persons,0
"Yuma, CO",2009,10022,Number of persons,0
"Yuma, CO",2010,10052,Number of persons,0
"Yuma, CO",2011,10129,Number of persons,0
"Yuma, CO",2012,10091,Number of persons,0
"Yuma, CO",2013,10116,Number of persons,0
"Yuma, CO",2014,10160,Number of persons,0
"Yuma, CO",2015,10007,Number of persons,0
"Fairfield, CT",2013,944612,Number of persons,0
"Fairfield, CT",2014,950338,Number of persons,0
"Fairfield, CT",2015,952518,Number of persons,0
"Fairfield, CT",2004,897472,Number of persons,0
"Fairfield, CT",2005,897653,Number of persons,0
"Fairfield, CT",2006,896254,Number of persons,0
"Fairfield, CT",2007,897498,Number of persons,0
"Fairfield, CT",2008,903824,Number of persons,0
"Fairfield, CT",2009,910421,Number of persons,0
"Fairfield, CT",2010,919702,Number of persons,0
"Fairfield, CT",2011,929775,Number of persons,0
"Fairfield, CT",2012,938339,Number of persons,0
"Hartford, CT",2004,874449,Number of persons,0
"Hartford, CT",2005,878081,Number of persons,0
"Hartford, CT",2006,881298,Number of persons,0
"Hartford, CT",2007,884548,Number of persons,0
"Hartford, CT",2008,887891,Number of persons,0
"Hartford, CT",2009,891667,Number of persons,0
"Hartford, CT",2010,895440,Number of persons,0
"Hartford, CT",2011,898033,Number of persons,0
"Hartford, CT",2012,899840,Number of persons,0
"Hartford, CT",2013,900791,Number of persons,0
"Hartford, CT",2014,901481,Number of persons,0
"Hartford, CT",2015,901332,Number of persons,0
"Litchfield, CT",2013,188622,Number of persons,0
"Litchfield, CT",2014,187661,Number of persons,0
"Litchfield, CT",2015,186974,Number of persons,0
"Litchfield, CT",2004,188601,Number of persons,0
"Litchfield, CT",2005,188912,Number of persons,0
"Litchfield, CT",2006,189682,Number of persons,0
"Litchfield, CT",2007,189866,Number of persons,0
"Litchfield, CT",2008,190175,Number of persons,0
"Litchfield, CT",2009,190015,Number of persons,0
"Litchfield, CT",2010,189898,Number of persons,0
"Litchfield, CT",2011,189659,Number of persons,0
"Litchfield, CT",2012,188811,Number of persons,0
"Middlesex, CT",2004,161450,Number of persons,0
"Middlesex, CT",2005,162191,Number of persons,0
"Middlesex, CT",2006,163473,Number of persons,0
"Middlesex, CT",2007,164129,Number of persons,0
"Middlesex, CT",2008,164962,Number of persons,0
"Middlesex, CT",2009,165607,Number of persons,0
"Middlesex, CT",2010,165683,Number of persons,0
"Middlesex, CT",2011,166494,Number of persons,0
"Middlesex, CT",2012,166206,Number of persons,0
"Middlesex, CT",2013,166154,Number of persons,0
"Middlesex, CT",2014,165853,Number of persons,0
"Middlesex, CT",2015,165033,Number of persons,0
"New Haven, CT",2013,866896,Number of persons,0
"New Haven, CT",2014,868202,Number of persons,0
"New Haven, CT",2015,866734,Number of persons,0
"New Haven, CT",2004,844505,Number of persons,0
"New Haven, CT",2005,847162,Number of persons,0
"New Haven, CT",2006,850207,Number of persons,0
"New Haven, CT",2007,853598,Number of persons,0
"New Haven, CT",2008,856622,Number of persons,0
"New Haven, CT",2009,860025,Number of persons,0
"New Haven, CT",2010,863694,Number of persons,0
"New Haven, CT",2011,865458,Number of persons,0
"New Haven, CT",2012,867409,Number of persons,0
"New London, CT",2013,274204,Number of persons,0
"New London, CT",2012,274945,Number of persons,0
"New London, CT",2011,273513,Number of persons,0
"New London, CT",2010,274104,Number of persons,0
"New London, CT",2009,273630,Number of persons,0
"New London, CT",2008,272634,Number of persons,0
"New London, CT",2007,270669,Number of persons,0
"New London, CT",2006,270814,Number of persons,0
"New London, CT",2005,269664,Number of persons,0
"New London, CT",2004,268595,Number of persons,0
"New London, CT",2015,271593,Number of persons,0
"New London, CT",2014,273038,Number of persons,0
"Tolland, CT",2014,151407,Number of persons,0
"Tolland, CT",2013,151557,Number of persons,0
"Tolland, CT",2012,151815,Number of persons,0
"Tolland, CT",2011,152960,Number of persons,0
"Tolland, CT",2010,153220,Number of persons,0
"Tolland, CT",2009,152330,Number of persons,0
"Tolland, CT",2008,151583,Number of persons,0
"Tolland, CT",2007,149718,Number of persons,0
"Tolland, CT",2006,148954,Number of persons,0
"Tolland, CT",2005,147657,Number of persons,0
"Tolland, CT",2004,146706,Number of persons,0
"Tolland, CT",2015,151372,Number of persons,0
"Windham, CT",2013,117478,Number of persons,0
"Windham, CT",2014,116715,Number of persons,0
"Windham, CT",2015,116439,Number of persons,0
"Windham, CT",2004,114316,Number of persons,0
"Windham, CT",2005,115636,Number of persons,0
"Windham, CT",2006,116778,Number of persons,0
"Windham, CT",2007,117244,Number of persons,0
"Windham, CT",2008,117888,Number of persons,0
"Windham, CT",2009,118112,Number of persons,0
"Windham, CT",2010,118538,Number of persons,0
"Windham, CT",2011,118301,Number of persons,0
"Windham, CT",2012,117894,Number of persons,0
"Kent, DE",2013,168711,Number of persons,0
"Kent, DE",2014,171031,Number of persons,0
"Kent, DE",2015,172605,Number of persons,0
"Kent, DE",2004,139342,Number of persons,0
"Kent, DE",2005,144585,Number of persons,0
"Kent, DE",2006,149704,Number of persons,0
"Kent, DE",2007,153969,Number of persons,0
"Kent, DE",2008,157925,Number of persons,0
"Kent, DE",2009,160081,Number of persons,0
"Kent, DE",2010,162940,Number of persons,0
"Kent, DE",2011,164997,Number of persons,0
"Kent, DE",2012,167072,Number of persons,0
"New Castle, DE",2004,518944,Number of persons,0
"New Castle, DE",2005,523343,Number of persons,0
"New Castle, DE",2006,527174,Number of persons,0
"New Castle, DE",2007,530555,Number of persons,0
"New Castle, DE",2008,533958,Number of persons,0
"New Castle, DE",2009,536898,Number of persons,0
"New Castle, DE",2010,538997,Number of persons,0
"New Castle, DE",2011,543064,Number of persons,0
"New Castle, DE",2012,546934,Number of persons,0
"New Castle, DE",2013,551357,Number of persons,0
"New Castle, DE",2014,554745,Number of persons,0
"New Castle, DE",2015,558446,Number of persons,0
"Sussex, DE",2004,172517,Number of persons,0
"Sussex, DE",2005,177222,Number of persons,0
"Sussex, DE",2006,182390,Number of persons,0
"Sussex, DE",2007,187225,Number of persons,0
"Sussex, DE",2008,191991,Number of persons,0
"Sussex, DE",2009,194751,Number of persons,0
"Sussex, DE",2010,197825,Number of persons,0
"Sussex, DE",2011,200108,Number of persons,0
"Sussex, DE",2012,202566,Number of persons,0
"Sussex, DE",2013,205531,Number of persons,0
"Sussex, DE",2014,209384,Number of persons,0
"Sussex, DE",2015,213545,Number of persons,0
"District of Columbia, DC",2013,644755,Number of persons,0
"District of Columbia, DC",2014,654557,Number of persons,0
"District of Columbia, DC",2015,665633,Number of persons,0
"District of Columbia, DC",2004,567754,Number of persons,0
"District of Columbia, DC",2005,567136,Number of persons,0
"District of Columbia, DC",2006,570681,Number of persons,0
"District of Columbia, DC",2007,574404,Number of persons,0
"District of Columbia, DC",2008,580236,Number of persons,0
"District of Columbia, DC",2009,592228,Number of persons,0
"District of Columbia, DC",2010,604795,Number of persons,0
"District of Columbia, DC",2011,617794,Number of persons,0
"District of Columbia, DC",2012,631132,Number of persons,0
"Alachua, FL",2013,254797,Number of persons,0
"Alachua, FL",2014,258537,Number of persons,0
"Alachua, FL",2015,262891,Number of persons,0
"Alachua, FL",2004,229867,Number of persons,0
"Alachua, FL",2005,233756,Number of persons,0
"Alachua, FL",2006,239506,Number of persons,0
"Alachua, FL",2007,242685,Number of persons,0
"Alachua, FL",2008,244888,Number of persons,0
"Alachua, FL",2009,246657,Number of persons,0
"Alachua, FL",2010,247790,Number of persons,0
"Alachua, FL",2011,250719,Number of persons,0
"Alachua, FL",2012,253121,Number of persons,0
"Baker, FL",2004,24142,Number of persons,0
"Baker, FL",2005,24832,Number of persons,0
"Baker, FL",2006,25571,Number of persons,0
"Baker, FL",2007,26212,Number of persons,0
"Baker, FL",2008,26725,Number of persons,0
"Baker, FL",2009,27124,Number of persons,0
"Baker, FL",2010,27038,Number of persons,0
"Baker, FL",2011,26913,Number of persons,0
"Baker, FL",2012,26804,Number of persons,0
"Baker, FL",2013,26642,Number of persons,0
"Baker, FL",2014,26643,Number of persons,0
"Baker, FL",2015,26760,Number of persons,0
"Bay, FL",2013,175733,Number of persons,0
"Bay, FL",2014,179809,Number of persons,0
"Bay, FL",2015,183408,Number of persons,0
"Bay, FL",2004,158804,Number of persons,0
"Bay, FL",2005,162917,Number of persons,0
"Bay, FL",2006,165644,Number of persons,0
"Bay, FL",2007,165345,Number of persons,0
"Bay, FL",2008,166267,Number of persons,0
"Bay, FL",2009,167464,Number of persons,0
"Bay, FL",2010,169286,Number of persons,0
"Bay, FL",2011,169970,Number of persons,0
"Bay, FL",2012,172518,Number of persons,0
"Bradford, FL",2004,27703,Number of persons,0
"Bradford, FL",2005,28098,Number of persons,0
"Bradford, FL",2006,28506,Number of persons,0
"Bradford, FL",2007,28825,Number of persons,0
"Bradford, FL",2008,28961,Number of persons,0
"Bradford, FL",2009,28979,Number of persons,0
"Bradford, FL",2010,28530,Number of persons,0
"Bradford, FL",2011,28403,Number of persons,0
"Bradford, FL",2012,27006,Number of persons,0
"Bradford, FL",2013,26739,Number of persons,0
"Bradford, FL",2014,26478,Number of persons,0
"Bradford, FL",2015,26654,Number of persons,0
"Brevard, FL",2004,518722,Number of persons,0
"Brevard, FL",2005,529907,Number of persons,0
"Brevard, FL",2006,535138,Number of persons,0
"Brevard, FL",2007,539719,Number of persons,0
"Brevard, FL",2008,542378,Number of persons,0
"Brevard, FL",2009,542109,Number of persons,0
"Brevard, FL",2010,543996,Number of persons,0
"Brevard, FL",2011,544420,Number of persons,0
"Brevard, FL",2012,547074,Number of persons,0
"Brevard, FL",2013,550410,Number of persons,0
"Brevard, FL",2014,555747,Number of persons,0
"Brevard, FL",2015,566018,Number of persons,0
"Broward, FL",2004,1725461,Number of persons,0
"Broward, FL",2005,1746896,Number of persons,0
"Broward, FL",2006,1739348,Number of persons,0
"Broward, FL",2007,1720825,Number of persons,0
"Broward, FL",2008,1723633,Number of persons,0
"Broward, FL",2009,1733310,Number of persons,0
"Broward, FL",2010,1752499,Number of persons,0
"Broward, FL",2011,1785333,Number of persons,0
"Broward, FL",2012,1811227,Number of persons,0
"Broward, FL",2013,1832126,Number of persons,0
"Broward, FL",2014,1854974,Number of persons,0
"Broward, FL",2015,1877572,Number of persons,0
"Calhoun, FL",2004,13445,Number of persons,0
"Calhoun, FL",2005,13850,Number of persons,0
"Calhoun, FL",2006,13997,Number of persons,0
"Calhoun, FL",2007,14222,Number of persons,0
"Calhoun, FL",2008,14351,Number of persons,0
"Calhoun, FL",2009,14692,Number of persons,0
"Calhoun, FL",2010,14645,Number of persons,0
"Calhoun, FL",2011,14666,Number of persons,0
"Calhoun, FL",2012,14567,Number of persons,0
"Calhoun, FL",2013,14430,Number of persons,0
"Calhoun, FL",2014,14259,Number of persons,0
"Calhoun, FL",2015,14170,Number of persons,0
"Charlotte, FL",2004,157755,Number of persons,0
"Charlotte, FL",2005,155262,Number of persons,0
"Charlotte, FL",2006,157099,Number of persons,0
"Charlotte, FL",2007,159742,Number of persons,0
"Charlotte, FL",2008,160467,Number of persons,0
"Charlotte, FL",2009,159629,Number of persons,0
"Charlotte, FL",2010,159762,Number of persons,0
"Charlotte, FL",2011,159248,Number of persons,0
"Charlotte, FL",2012,161596,Number of persons,0
"Charlotte, FL",2013,162986,Number of persons,0
"Charlotte, FL",2014,165789,Number of persons,0
"Charlotte, FL",2015,169546,Number of persons,0
"Citrus, FL",2004,129840,Number of persons,0
"Citrus, FL",2005,133791,Number of persons,0
"Citrus, FL",2006,137826,Number of persons,0
"Citrus, FL",2007,140974,Number of persons,0
"Citrus, FL",2008,142122,Number of persons,0
"Citrus, FL",2009,141381,Number of persons,0
"Citrus, FL",2010,141210,Number of persons,0
"Citrus, FL",2011,139943,Number of persons,0
"Citrus, FL",2012,139503,Number of persons,0
"Citrus, FL",2013,139304,Number of persons,0
"Citrus, FL",2014,139450,Number of persons,0
"Citrus, FL",2015,141075,Number of persons,0
"Clay, FL",2013,194918,Number of persons,0
"Clay, FL",2014,197608,Number of persons,0
"Clay, FL",2015,201193,Number of persons,0
"Clay, FL",2004,163238,Number of persons,0
"Clay, FL",2005,169418,Number of persons,0
"Clay, FL",2006,178339,Number of persons,0
"Clay, FL",2007,184256,Number of persons,0
"Clay, FL",2008,187289,Number of persons,0
"Clay, FL",2009,189101,Number of persons,0
"Clay, FL",2010,191392,Number of persons,0
"Clay, FL",2011,192028,Number of persons,0
"Clay, FL",2012,193351,Number of persons,0
"Collier, FL",2004,296021,Number of persons,0
"Collier, FL",2005,307452,Number of persons,0
"Collier, FL",2006,312621,Number of persons,0
"Collier, FL",2007,314437,Number of persons,0
"Collier, FL",2008,316641,Number of persons,0
"Collier, FL",2009,318485,Number of persons,0
"Collier, FL",2010,322255,Number of persons,0
"Collier, FL",2011,326042,Number of persons,0
"Collier, FL",2012,329357,Number of persons,0
"Collier, FL",2013,334760,Number of persons,0
"Collier, FL",2014,341555,Number of persons,0
"Collier, FL",2015,348897,Number of persons,0
"Columbia, FL",2013,66626,Number of persons,0
"Columbia, FL",2014,66749,Number of persons,0
"Columbia, FL",2015,66946,Number of persons,0
"Columbia, FL",2004,60804,Number of persons,0
"Columbia, FL",2005,63109,Number of persons,0
"Columbia, FL",2006,65890,Number of persons,0
"Columbia, FL",2007,66604,Number of persons,0
"Columbia, FL",2008,67318,Number of persons,0
"Columbia, FL",2009,67412,Number of persons,0
"Columbia, FL",2010,67495,Number of persons,0
"Columbia, FL",2011,67012,Number of persons,0
"Columbia, FL",2012,67332,Number of persons,0
"DeSoto, FL",2009,34592,Number of persons,0
"DeSoto, FL",2008,34374,Number of persons,0
"DeSoto, FL",2007,34537,Number of persons,0
"DeSoto, FL",2006,34300,Number of persons,0
"DeSoto, FL",2005,33864,Number of persons,0
"DeSoto, FL",2004,33895,Number of persons,0
"DeSoto, FL",2015,33484,Number of persons,0
"DeSoto, FL",2014,33589,Number of persons,0
"DeSoto, FL",2013,33578,Number of persons,0
"DeSoto, FL",2012,34077,Number of persons,0
"DeSoto, FL",2011,34333,Number of persons,0
"DeSoto, FL",2010,34831,Number of persons,0
"Dixie, FL",2013,16010,Number of persons,0
"Dixie, FL",2014,15944,Number of persons,0
"Dixie, FL",2015,16231,Number of persons,0
"Dixie, FL",2004,14825,Number of persons,0
"Dixie, FL",2005,15427,Number of persons,0
"Dixie, FL",2006,15892,Number of persons,0
"Dixie, FL",2007,16083,Number of persons,0
"Dixie, FL",2008,16214,Number of persons,0
"Dixie, FL",2009,16403,Number of persons,0
"Dixie, FL",2010,16393,Number of persons,0
"Dixie, FL",2011,16374,Number of persons,0
"Dixie, FL",2012,16100,Number of persons,0
"Duval, FL",2004,820070,Number of persons,0
"Duval, FL",2005,828988,Number of persons,0
"Duval, FL",2006,842098,Number of persons,0
"Duval, FL",2007,851033,Number of persons,0
"Duval, FL",2008,855437,Number of persons,0
"Duval, FL",2009,859795,Number of persons,0
"Duval, FL",2010,866298,Number of persons,0
"Duval, FL",2011,875742,Number of persons,0
"Duval, FL",2012,886277,Number of persons,0
"Duval, FL",2013,894905,Number of persons,0
"Duval, FL",2014,908529,Number of persons,0
"Duval, FL",2015,925470,Number of persons,0
"Escambia, FL",2013,306931,Number of persons,0
"Escambia, FL",2014,308269,Number of persons,0
"Escambia, FL",2015,309715,Number of persons,0
"Escambia, FL",2004,298225,Number of persons,0
"Escambia, FL",2005,298339,Number of persons,0
"Escambia, FL",2006,300395,Number of persons,0
"Escambia, FL",2007,297393,Number of persons,0
"Escambia, FL",2008,296854,Number of persons,0
"Escambia, FL",2009,297015,Number of persons,0
"Escambia, FL",2010,298073,Number of persons,0
"Escambia, FL",2011,299500,Number of persons,0
"Escambia, FL",2012,303592,Number of persons,0
"Flagler, FL",2013,99188,Number of persons,0
"Flagler, FL",2014,101085,Number of persons,0
"Flagler, FL",2015,103423,Number of persons,0
"Flagler, FL",2004,69387,Number of persons,0
"Flagler, FL",2005,77008,Number of persons,0
"Flagler, FL",2006,84339,Number of persons,0
"Flagler, FL",2007,90516,Number of persons,0
"Flagler, FL",2008,93546,Number of persons,0
"Flagler, FL",2009,94700,Number of persons,0
"Flagler, FL",2010,96017,Number of persons,0
"Flagler, FL",2011,97227,Number of persons,0
"Flagler, FL",2012,98012,Number of persons,0
"Franklin, FL",2013,11597,Number of persons,0
"Franklin, FL",2014,11758,Number of persons,0
"Franklin, FL",2015,11829,Number of persons,0
"Franklin, FL",2004,10090,Number of persons,0
"Franklin, FL",2005,10198,Number of persons,0
"Franklin, FL",2006,11308,Number of persons,0
"Franklin, FL",2007,11491,Number of persons,0
"Franklin, FL",2008,11484,Number of persons,0
"Franklin, FL",2009,11515,Number of persons,0
"Franklin, FL",2010,11529,Number of persons,0
"Franklin, FL",2011,11501,Number of persons,0
"Franklin, FL",2012,11663,Number of persons,0
"Gadsden, FL",2013,45574,Number of persons,0
"Gadsden, FL",2014,45448,Number of persons,0
"Gadsden, FL",2015,45237,Number of persons,0
"Gadsden, FL",2004,45129,Number of persons,0
"Gadsden, FL",2005,45258,Number of persons,0
"Gadsden, FL",2006,45258,Number of persons,0
"Gadsden, FL",2007,45867,Number of persons,0
"Gadsden, FL",2008,46319,Number of persons,0
"Gadsden, FL",2009,46264,Number of persons,0
"Gadsden, FL",2010,47752,Number of persons,0
"Gadsden, FL",2011,47170,Number of persons,0
"Gadsden, FL",2012,46214,Number of persons,0
"Gilchrist, FL",2004,15271,Number of persons,0
"Gilchrist, FL",2005,15801,Number of persons,0
"Gilchrist, FL",2006,16223,Number of persons,0
"Gilchrist, FL",2007,16610,Number of persons,0
"Gilchrist, FL",2008,16797,Number of persons,0
"Gilchrist, FL",2009,16829,Number of persons,0
"Gilchrist, FL",2010,16985,Number of persons,0
"Gilchrist, FL",2011,16896,Number of persons,0
"Gilchrist, FL",2012,16717,Number of persons,0
"Gilchrist, FL",2013,16696,Number of persons,0
"Gilchrist, FL",2014,16646,Number of persons,0
"Gilchrist, FL",2015,16940,Number of persons,0
"Glades, FL",2004,11901,Number of persons,0
"Glades, FL",2005,12284,Number of persons,0
"Glades, FL",2006,12297,Number of persons,0
"Glades, FL",2007,12357,Number of persons,0
"Glades, FL",2008,12752,Number of persons,0
"Glades, FL",2009,12839,Number of persons,0
"Glades, FL",2010,12829,Number of persons,0
"Glades, FL",2011,12605,Number of persons,0
"Glades, FL",2012,12257,Number of persons,0
"Glades, FL",2013,12079,Number of persons,0
"Glades, FL",2014,12160,Number of persons,0
"Glades, FL",2015,12126,Number of persons,0
"Gulf, FL",2013,16126,Number of persons,0
"Gulf, FL",2014,16326,Number of persons,0
"Gulf, FL",2015,16333,Number of persons,0
"Gulf, FL",2004,15455,Number of persons,0
"Gulf, FL",2005,15781,Number of persons,0
"Gulf, FL",2006,15856,Number of persons,0
"Gulf, FL",2007,15908,Number of persons,0
"Gulf, FL",2008,15851,Number of persons,0
"Gulf, FL",2009,15933,Number of persons,0
"Gulf, FL",2010,15844,Number of persons,0
"Gulf, FL",2011,15858,Number of persons,0
"Gulf, FL",2012,15933,Number of persons,0
"Hamilton, FL",2004,14101,Number of persons,0
"Hamilton, FL",2005,14017,Number of persons,0
"Hamilton, FL",2006,14430,Number of persons,0
"Hamilton, FL",2007,14589,Number of persons,0
"Hamilton, FL",2008,14785,Number of persons,0
"Hamilton, FL",2009,14930,Number of persons,0
"Hamilton, FL",2010,14673,Number of persons,0
"Hamilton, FL",2011,14531,Number of persons,0
"Hamilton, FL",2012,14607,Number of persons,0
"Hamilton, FL",2013,14177,Number of persons,0
"Hamilton, FL",2014,13857,Number of persons,0
"Hamilton, FL",2015,14006,Number of persons,0
"Hardee, FL",2004,26847,Number of persons,0
"Hardee, FL",2005,26874,Number of persons,0
"Hardee, FL",2006,27049,Number of persons,0
"Hardee, FL",2007,27489,Number of persons,0
"Hardee, FL",2008,27603,Number of persons,0
"Hardee, FL",2009,27661,Number of persons,0
"Hardee, FL",2010,27692,Number of persons,0
"Hardee, FL",2011,27487,Number of persons,0
"Hardee, FL",2012,27088,Number of persons,0
"Hardee, FL",2013,26813,Number of persons,0
"Hardee, FL",2014,26616,Number of persons,0
"Hardee, FL",2015,26378,Number of persons,0
"Hendry, FL",2015,37765,Number of persons,0
"Hendry, FL",2014,37290,Number of persons,0
"Hendry, FL",2013,36914,Number of persons,0
"Hendry, FL",2012,37246,Number of persons,0
"Hendry, FL",2011,38614,Number of persons,0
"Hendry, FL",2010,38934,Number of persons,0
"Hendry, FL",2009,39010,Number of persons,0
"Hendry, FL",2008,39177,Number of persons,0
"Hendry, FL",2007,39006,Number of persons,0
"Hendry, FL",2006,38776,Number of persons,0
"Hendry, FL",2005,38201,Number of persons,0
"Hendry, FL",2004,36903,Number of persons,0
